Common name 	Scientific name 	Status 	No. 	No. Back
African Rock Pipit 	Anthus crenatus 		92 	0
Short-tailed Pipit 	Anthus brachyurus 		2 	0
Bushveld Pipit 	Anthus caffer 		3 	0
Sokoke Pipit 	Anthus sokokensis 		12 	0
Malindi Pipit 	Anthus melindae 		7 	0
Yellow-breasted Pipit 	Anthus chloris 		13 	1
Common Chaffinch 	Fringilla coelebs 		3952 	13421
Brambling 	Fringilla montifringilla 		451 	354
Hawfinch 	Coccothraustes coccothraustes 		750 	1056
Eurasian Bullfinch 	Pyrrhula pyrrhula 		901 	617
African Crimson-winged Finch 	Rhodopechys alienus 		9 	1
Trumpeter Finch 	Bucanetes githagineus 		54 	9
Common Rosefinch 	Carpodacus erythrinus 		546 	225
Sinai Rosefinch 	Carpodacus synoicus 		16 	6
European Greenfinch 	Chloris chloris 		1283 	2757
Desert Finch 	Rhodospiza obsoleta 		16 	0
Socotra Golden-winged Grosbeak 	Rhynchostruthus socotranus 		0 	2
Arabian Golden-winged Grosbeak 	Rhynchostruthus percivali 		14 	0
Somali Golden-winged Grosbeak 	Rhynchostruthus louisae 		0 	0
Oriole Finch 	Linurgus olivaceus 		7 	0
Principe Seedeater 	Crithagra rufobrunnea 		17 	0
Sao Tome Grosbeak 	Crithagra concolor 		7 	0
African Citril 	Crithagra citrinelloides 		8 	0
Western Citril 	Crithagra frontalis 		11 	1
Southern Citril 	Crithagra hyposticta 		22 	1
Black-faced Canary 	Crithagra capistrata 		0 	0
Papyrus Canary 	Crithagra koliensis 		4 	0
Forest Canary 	Crithagra scotops 		28 	10
White-rumped Seedeater 	Crithagra leucopygia 		8 	1
Black-throated Canary 	Crithagra atrogularis 		13 	20
Yellow-rumped Seedeater 	Crithagra xanthopygia 		4 	1
Reichenow's Seedeater 	Crithagra reichenowi 		26 	1
Arabian Serin 	Crithagra rothschildi 		3 	0
Yellow-throated Seedeater 	Crithagra flavigula 		9 	1
Salvadori's Seedeater 	Crithagra xantholaema 		7 	0
Lemon-breasted Canary 	Crithagra citrinipectus 		2 	0
Yellow-fronted Canary 	Crithagra mozambica 		91 	37
White-bellied Canary 	Crithagra dorsostriata 		15 	3
Ankober Serin 	Crithagra ankoberensis 		10 	0
Yemen Serin 	Crithagra menachensis 		17 	0
Cape Siskin 	Crithagra totta 		13 	0
Drakensberg Siskin 	Crithagra symonsi 		9 	0
Northern Grosbeak-Canary 	Crithagra donaldsoni 		9 	0
Southern Grosbeak-Canary 	Crithagra buchanani 		10 	1
Yellow Canary 	Crithagra flaviventris 		37 	9
Brimstone Canary 	Crithagra sulphurata 		38 	6
Reichard's Seedeater 	Crithagra reichardi 		5 	0
Streaky-headed Seedeater 	Crithagra gularis 		26 	3
Black-eared Seedeater 	Crithagra mennelli 		6 	1
Brown-rumped Seedeater 	Crithagra tristriata 		4 	1
White-throated Canary 	Crithagra albogularis 		30 	3
Thick-billed Seedeater 	Crithagra burtoni 		5 	0
Streaky Seedeater 	Crithagra striolata 		44 	8
Yellow-browed Seedeater 	Crithagra whytii 		3 	0
Kipengere Seedeater 	Crithagra melanochroa 		0 	0
Protea Canary 	Crithagra leucoptera 		14 	0
Common Linnet 	Linaria cannabina 		826 	2071
Yemen Linnet 	Linaria yemenensis 		7 	7
Warsangli Linnet 	Linaria johannis 		0 	0
Common Redpoll 	Acanthis flammea 		380 	231
Red Crossbill 	Loxia curvirostra 		2489 	728
European Goldfinch 	Carduelis carduelis 		1140 	2394
Citril Finch 	Carduelis citrinella 		86 	52
Red-fronted Serin 	Serinus pusillus 		24 	3
European Serin 	Serinus serinus 		801 	1618
Syrian Serin 	Serinus syriacus 		2 	0
Cape Canary 	Serinus canicollis 		47 	7
Yellow-crowned Canary 	Serinus flavivertex 		13 	0
Ethiopian Siskin 	Serinus nigriceps 		8 	0
Black-headed Canary 	Serinus alario 		18 	0
Eurasian Siskin 	Spinus spinus 		699 	1255
Snow Bunting 	Plectrophenax nivalis 		194 	27
Corn Bunting 	Emberiza calandra 		1844 	1604
Yellowhammer 	Emberiza citrinella 		2165 	4815
Pine Bunting 	Emberiza leucocephalos 		121 	15
Rock Bunting 	Emberiza cia 		230 	120
Grey-necked Bunting 	Emberiza buchanani 		25 	3
Cinereous Bunting 	Emberiza cineracea 		16 	0
Ortolan Bunting 	Emberiza hortulana 		719 	106
Cretzschmar's Bunting 	Emberiza caesia 		38 	9
Cirl Bunting 	Emberiza cirlus 		538 	705
Striolated Bunting 	Emberiza striolata 		16 	15
House Bunting 	Emberiza sahari 		51 	26
Lark-like Bunting 	Emberiza impetuani 		24 	4
Cinnamon-breasted Bunting 	Emberiza tahapisi 		81 	43
Socotra Bunting 	Emberiza socotrana 		0 	0
Cape Bunting 	Emberiza capensis 		46 	14
Vincent's Bunting 	Emberiza vincenti 		1 	0
Little Bunting 	Emberiza pusilla 		252 	40
Rustic Bunting 	Emberiza rustica 		108 	29
Yellow-breasted Bunting 	Emberiza aureola 		98 	22
Somali Bunting 	Emberiza poliopleura 		12 	1
Golden-breasted Bunting 	Emberiza flaviventris 		82 	8
Brown-rumped Bunting 	Emberiza affinis 		8 	0
Cabanis's Bunting 	Emberiza cabanisi 		38 	4
Black-headed Bunting 	Emberiza melanocephala 		77 	27
Red-headed Bunting 	Emberiza bruniceps 		41 	30
Common Reed Bunting 	Emberiza schoeniclus 		904 	809
